id_estudiante,nombre,anio_ingreso,ciclo,carrera,sociabilidad,comorbilidad,mascarilla
U201700324,Natalia Garcia Campos,2017,10,Ingeniería Industrial,0.7,0,0
U202300325,Fabrizio Valverde Campos,2023,5,Comunicación y Periodismo,0.71,0,0
U201900326,Valeria Flores Vera,2019,10,Administración y Marketing,0.34,0,0
U202000327,Romina Medina Silva,2020,10,Ingeniería Civil,0.79,0,0
U202300328,Rafael Flores Paredes,2023,4,Comunicación y Marketing,0.93,0,0
U201900329,Marcos Gomez Hernandez,2019,10,Contabilidad y Finanzas,0.54,0,0
U201800330,Emilia Chavez Valdez,2018,10,Derecho,0.62,0,0
U201900331,Pablo Castro Valdez,2019,10,Administración y Negocios Internacionales,0.37,0,0
U202000332,Matias Ramirez Mamani,2020,10,Comunicación Audiovisual y Medios Interactivos,0.84,0,0
U202100333,Mariana Rojas Arreola,2021,8,Administración y Marketing,0.35,0,0
U201800334,Gabriela Huamani Hernandez,2018,10,Ingeniería Civil,0.77,0,0
U202000335,Matias Diaz Silva,2020,10,Relaciones Internacionales,0.73,1,0
U202500336,Marcos Diaz Quispe,2025,1,Comunicación Audiovisual y Medios Interactivos,0.68,0,0
U202100337,Sebastian Flores Zapata,2021,9,Comunicación y Marketing,0.59,0,0
U201700338,Fabrizio Torres Campos,2017,10,Ingeniería Industrial,0.5,0,0
U201800339,Laura Chavez Campos,2018,10,Administración y Marketing,0.69,0,0
U201800340,Angel Ramirez Salas,2018,10,Relaciones Internacionales,0.28,0,0
U201700341,Paula Guerrero Hernandez,2017,10,Contabilidad y Administración,0.67,0,0
U202100342,Matias Castro Ibarra,2021,8,Contabilidad y Finanzas,0.53,0,0
U202100343,Angel Herrera Paredes,2021,8,Administración,0.76,0,0
U202200344,Romina Garcia Vega,2022,7,Administración y Finanzas,0.61,0,0
U202200345,Laura Flores Valdez,2022,7,Ingeniería de Ciberseguridad,0.46,0,0
U202200346,Bruno Huamani Quispe,2022,6,Ingeniería de Gestión Empresarial,0.35,0,0
U202000347,Elisa Soto Campos,2020,10,Administración y Marketing,0.7,0,0
U202000348,Laura Perez Paredes,2020,10,Ingeniería Civil,0.44,0,0
U202200349,Gabriela Salinas Arreola,2022,7,Ingeniería de Software,0.19,0,0
U202300350,Renata Perez Cruz,2023,4,Comunicación Audiovisual y Medios Interactivos,0.45,0,0
U202000351,Gabriela Huamani Salas,2020,10,Derecho,0.89,0,0
U201800352,Isabella Alvarez Zapata,2018,10,Comunicación y Periodismo,0.54,1,0
U202300353,Claudia Rojas Castañeda,2023,4,Contabilidad y Administración,0.46,0,0
U202200354,Franco Garcia Vega,2022,6,Ingeniería de Software,0.54,0,0
U201900355,Cesar Diaz Quispe,2019,10,Psicología Educacional,0.38,0,0
U202200356,Noelia Reyes Silva,2022,7,Comunicación e Imagen Empresarial,0.27,0,0
U201800357,Elisa Mendoza Vera,2018,10,Contabilidad y Finanzas,0.77,0,0
U202400358,Thiago Cabrera Zapata,2024,3,Contabilidad y Administración,0.66,0,0
U202500359,Carla Diaz Vega,2025,1,Comunicación y Marketing,0.76,0,0
U202400360,Belen Diaz Escobar,2024,3,Ingeniería de Sistemas de Información,0.59,1,0
U202200361,Rafael Lopez Cruz,2022,6,Administración y Finanzas,0.23,1,0
U202200362,Elisa Alvarez Campos,2022,6,Contabilidad y Administración,0.84,0,0
U201700363,Mauro Alvarez Huamani,2017,10,Administración,0.93,1,0
U201900364,Sofia Guerrero Huamani,2019,10,Comunicación e Imagen Empresarial,0.82,0,0
U202100365,Valeria Torres Romero,2021,9,Administración y Negocios Internacionales,0.74,0,0
U202100366,Ariana Ramirez Campos,2021,9,Ingeniería de Software,0.72,0,0
U202300367,Alejandro Gomez Delgado,2023,4,Administración,0.67,0,0
U201800368,Marcos Lopez Hernandez,2018,10,Administración,0.95,0,0
U201800369,Lucia Carranza Campos,2018,10,Ingeniería de Ciberseguridad,0.45,1,0
U201900370,Gabriela Perez Cruz,2019,10,Ingeniería de Sistemas de Información,0.62,0,0
U202200371,Natalia Perez Silva,2022,6,Ingeniería de Gestión Empresarial,0.72,0,0
U202300372,Roxana Medina Vera,2023,4,Comunicación y Periodismo,0.49,0,0
U201800373,Cesar Ramirez Campos,2018,10,Administración y Negocios Internacionales,0.65,1,0
U202000374,Thiago Chavez Cruz,2020,10,Administración y Negocios Internacionales,0.77,0,0
U202100375,Aldo Ramirez Aguilar,2021,8,Ingeniería Civil,0.76,0,0
U201900376,Mateo Soto Valdez,2019,10,Ingeniería Industrial,0.73,0,0
U202100377,Leonardo Medina Mamani,2021,9,Administración y Marketing,0.46,0,0
U202000378,Valeria Mendoza Quispe,2020,10,Relaciones Internacionales,0.54,0,0
U202100379,Sebastian Soto Salas,2021,9,Administración y Finanzas,0.63,0,0
U202300380,Leonardo Salinas Valdez,2023,5,Comunicación y Marketing,0.67,0,0
U201900381,Camila Garcia Vega,2019,10,Contabilidad y Finanzas,0.54,0,0
U202000382,Belen Perez Ortega,2020,10,Ingeniería Industrial,0.44,0,0
U202100383,Roxana Reyes Vera,2021,8,Administración,0.28,0,0
U202400384,Sebastian Dominguez Silva,2024,3,Psicología Educacional,0.57,1,0
U202000385,Pablo Rojas Mamani,2020,10,Contabilidad y Finanzas,0.75,0,0
U202200386,Belen Lopez Castañeda,2022,7,Administración y Finanzas,0.62,0,0
U202100387,Roxana Medina Zapata,2021,8,Ingeniería de Software,0.77,0,0
U202300388,Diego Herrera Valdez,2023,5,Contabilidad y Administración,0.6,0,0
U202300389,Martin Perez Palomino,2023,5,Ingeniería Industrial,0.49,0,0
U202500390,Ariana Ramirez Salas,2025,1,Relaciones Internacionales,0.9,0,0
U201700391,Fabrizio Dominguez Palomino,2017,10,Relaciones Internacionales,1,0,0
U201700392,Matias Rojas Mamani,2017,10,Ingeniería de Gestión Empresarial,0.82,0,0
U202400393,Matias Morales Delgado,2024,3,Psicología Educacional,0.61,0,0
U201700394,Fabrizio Guerrero Rivera,2017,10,Contabilidad y Finanzas,0.72,1,0
U202000395,Lucia Rojas Vera,2020,10,Contabilidad y Administración,0.83,0,0
U202000396,Alejandro Garcia Paredes,2020,10,Comunicación e Imagen Empresarial,0.53,0,0
U202300397,Elisa Guerrero Salas,2023,4,Ingeniería de Software,0.5,0,0
U201900398,Liliana Guerrero Hernandez,2019,10,Ingeniería Industrial,0.77,0,0
U202300399,Mariana Chavez Mamani,2023,5,Relaciones Internacionales,0.99,0,0
U201700400,Laura Salinas Campos,2017,10,Comunicación Audiovisual y Medios Interactivos,0.45,0,0
U202500401,Franco Guerrero Huamani,2025,1,Administración y Marketing,0.59,0,0
U202500402,Valeria Herrera Zapata,2025,1,Ingeniería Civil,0.44,0,0
U201800403,Natalia Garcia Zapata,2018,10,Administración,0.51,0,0
U202300404,Lucia Ramirez Palomino,2023,5,Comunicación y Marketing,0.57,1,0
U201900405,Ariana Soto Huamani,2019,10,Comunicación e Imagen Empresarial,0.85,0,0
U201900406,Ignacio Cabrera Aguilar,2019,10,Contabilidad y Finanzas,0.28,0,0
U201800407,Angel Vargas Paredes,2018,10,Ingeniería Industrial,0.67,0,0
U202300408,Natalia Cabrera Escobar,2023,4,Ingeniería de Software,0.8,0,0
U202300409,Alejandro Flores Campos,2023,4,Ingeniería de Sistemas de Información,0.53,0,0
U202300410,Javier Rojas Quispe,2023,5,Administración y Finanzas,1,0,0
U202500411,Liliana Salinas Cruz,2025,1,Comunicación y Periodismo,0.85,0,0
U202000412,Ignacio Cabrera Huamani,2020,10,Contabilidad y Administración,0.52,0,0
U202100413,Elisa Medina Valdez,2021,9,Administración,0.81,1,0
U202200414,Isabella Guerrero Hernandez,2022,6,Contabilidad y Administración,0.8,0,0
U202200415,Martin Lopez Huamani,2022,7,Ingeniería de Sistemas de Información,0.53,1,0
U202100416,Alonso Cabrera Rivera,2021,8,Comunicación Audiovisual y Medios Interactivos,0.64,0,0
U202200417,Daniel Morales Huamani,2022,7,Relaciones Internacionales,0.49,0,0
U201700418,Santiago Alvarez Zapata,2017,10,Comunicación e Imagen Empresarial,0.38,0,0
U202500419,Romina Chavez Mamani,2025,1,Contabilidad y Finanzas,0.76,0,0
U201800420,Aldo Herrera Mamani,2018,10,Administración,0.53,0,0
U202200421,Javier Ramirez Escobar,2022,7,Derecho,0.76,1,0
U201700422,Gabriela Alvarez Huamani,2017,10,Comunicación e Imagen Empresarial,0.51,0,0
U202200423,Jonatan Ramirez Valdez,2022,6,Derecho,0.87,0,0
U202100424,Cesar Garcia Rivera,2021,9,Ingeniería de Ciberseguridad,0.72,0,0
U202100425,Jonatan Castro Zapata,2021,8,Administración y Finanzas,0.42,1,0
U202200426,Emilia Soto Paredes,2022,6,Administración y Marketing,0.65,0,0
U202100427,Mauro Alvarez Romero,2021,8,Contabilidad y Administración,0.66,0,0
U201800428,Martin Reyes Ibarra,2018,10,Ingeniería de Software,0.48,0,0
U202000429,Elisa Alvarez Silva,2020,10,Administración y Negocios Internacionales,0.9,0,0
U201800430,Jonatan Lopez Castañeda,2018,10,Ingeniería Civil,0.5,0,0
U202300431,Roxana Salinas Huamani,2023,5,Comunicación y Marketing,0.82,0,0
U202200432,Sofia Valverde Mamani,2022,6,Comunicación Audiovisual y Medios Interactivos,0.21,0,0
U201800433,Renata Flores Ibarra,2018,10,Comunicación Audiovisual y Medios Interactivos,0.73,0,0
U201800434,Camila Salinas Cruz,2018,10,Comunicación Audiovisual y Medios Interactivos,0.88,0,0
U201900435,Mariana Gomez Hernandez,2019,10,Contabilidad y Finanzas,0.69,1,0
U201700436,Thiago Ramirez Castañeda,2017,10,Comunicación y Periodismo,0.28,1,0
U202400437,Aldo Guerrero Rivera,2024,3,Comunicación e Imagen Empresarial,0.44,0,0
U202400438,Marcos Dominguez Aguilar,2024,2,Derecho,0.68,0,0
U202200439,Angel Garcia Aguilar,2022,6,Relaciones Internacionales,0.43,0,0
U202300440,Valentino Herrera Palomino,2023,5,Comunicación y Marketing,0.53,0,0
U202200441,Matias Mendoza Rivera,2022,6,Administración y Negocios Internacionales,0.47,1,0
U201800442,Daniel Reyes Valdez,2018,10,Relaciones Internacionales,0.82,0,0
U202300443,Bruno Rojas Valdez,2023,4,Contabilidad y Administración,0.74,0,0
U202000444,Isabella Medina Salas,2020,10,Comunicación Audiovisual y Medios Interactivos,0.77,0,0
U201900445,Giancarlo Lopez Rivera,2019,10,Comunicación y Periodismo,0.54,0,0
U201800446,Gabriela Carranza Escobar,2018,10,Ingeniería Industrial,0.73,0,0
U202100447,Mateo Mendoza Mamani,2021,8,Derecho,0.16,1,0
U201900448,Martin Alvarez Paredes,2019,10,Comunicación y Marketing,0.9,1,0
U202200449,Camila Vargas Paredes,2022,7,Economía y Ciencia de Datos,0.46,0,0
U202000450,Sofia Torres Quispe,2020,10,Derecho,0.62,0,0
U201900451,Aldo Huamani Mamani,2019,10,Ingeniería Industrial,0.61,0,0
U202100452,Sofia Vargas Mamani,2021,9,Ingeniería de Software,0.89,1,0
U201900453,Liliana Flores Ortega,2019,10,Administración y Finanzas,0.41,0,0
U202500454,Bruno Alvarez Salas,2025,1,Administración y Finanzas,0.7,1,0
U201700455,Claudia Cabrera Paredes,2017,10,Contabilidad y Administración,0.74,0,0
U201900456,Leonardo Rojas Campos,2019,10,Ingeniería de Gestión Empresarial,0.33,0,0
U202500457,Javier Diaz Silva,2025,1,Relaciones Internacionales,0.56,1,0
U202500458,Matias Lopez Castañeda,2025,1,Relaciones Internacionales,0.11,0,0
U202200459,Pablo Cabrera Valdez,2022,6,Derecho,0.57,0,0
U202200460,Valeria Paredes Huamani,2022,6,Derecho,0.74,0,0
U201800461,Angel Perez Palomino,2018,10,Ingeniería Industrial,0.14,0,0
U202000462,Javier Garcia Paredes,2020,10,Ingeniería de Sistemas de Información,0.39,0,0
U201800463,Fabrizio Salinas Palomino,2018,10,Ingeniería Civil,0.74,0,0
U202500464,Isabella Cabrera Castañeda,2025,1,Ingeniería de Gestión Empresarial,0.74,0,0
U201800465,Leonardo Alvarez Quispe,2018,10,Ingeniería Industrial,0.74,0,0
U202300466,Alejandro Ramirez Salas,2023,4,Comunicación y Periodismo,0.64,0,0
U201700467,Diego Flores Valdez,2017,10,Administración y Negocios Internacionales,0.6,0,0
U202000468,Mariana Paredes Paredes,2020,10,Contabilidad y Finanzas,0.62,0,0
U201700469,Belen Morales Palomino,2017,10,Psicología Educacional,0.71,0,0
U202200470,Jonatan Carranza Vega,2022,6,Ingeniería de Gestión Empresarial,0.61,0,0
U201700471,Sofia Flores Ortega,2017,10,Ingeniería de Software,0.6,1,0
U202300472,Mariana Valverde Aguilar,2023,4,Psicología Educacional,0.68,0,0
U202500473,Angel Garcia Salas,2025,1,Economía y Ciencia de Datos,0.44,0,0
U202300474,Gonzalo Garcia Cruz,2023,4,Administración,0.86,0,0
U202200475,Angel Carranza Zapata,2022,7,Administración y Finanzas,0.2,0,0
U201700476,Giancarlo Dominguez Cruz,2017,10,Comunicación e Imagen Empresarial,0.75,0,0
U202200477,Cesar Vargas Silva,2022,7,Ingeniería de Gestión Empresarial,0.57,0,0
U202000478,Andrea Gomez Vera,2020,10,Comunicación y Periodismo,0.76,0,0
U202000479,Gabriela Vargas Castañeda,2020,10,Psicología Educacional,0.25,0,0
U202100480,Ignacio Chavez Aguilar,2021,9,Administración y Marketing,0.49,0,0
U202000481,Javier Cabrera Cruz,2020,10,Economía y Ciencia de Datos,0.96,0,0
U201700482,Rafael Rojas Salas,2017,10,Comunicación e Imagen Empresarial,0.71,0,0
U202000483,Andrea Diaz Silva,2020,10,Comunicación Audiovisual y Medios Interactivos,0.86,0,0
U201900484,Liliana Garcia Salas,2019,10,Ingeniería de Ciberseguridad,0.45,0,0
U202300485,Gonzalo Guerrero Castañeda,2023,4,Administración,0.43,0,0
U202200486,Thiago Flores Campos,2022,6,Derecho,0.69,0,0
U201800487,Angel Diaz Hernandez,2018,10,Ingeniería de Sistemas de Información,0.45,0,0
U202300488,Isabella Torres Paredes,2023,4,Ingeniería de Ciberseguridad,0.91,0,0
U202000489,Alejandro Vargas Cruz,2020,10,Administración y Negocios Internacionales,0.59,0,0
U201900490,Mariana Guerrero Ibarra,2019,10,Administración y Negocios Internacionales,0.68,0,0
U201700491,Paula Soto Ibarra,2017,10,Administración,0.89,0,0
U202400492,Santiago Dominguez Huamani,2024,3,Administración y Finanzas,0.62,0,0
U201900493,Gabriela Dominguez Mamani,2019,10,Ingeniería de Sistemas de Información,0.89,0,0
U201800494,Emilia Torres Palomino,2018,10,Ingeniería Industrial,0.57,0,0
U202100495,Mauro Guerrero Vega,2021,9,Administración y Finanzas,0.49,0,0
U201800496,Cesar Vargas Arreola,2018,10,Ingeniería de Ciberseguridad,0.87,0,0
U202100497,Alonso Huamani Delgado,2021,8,Derecho,0.5,0,0
U201800498,Matias Guerrero Escobar,2018,10,Comunicación y Marketing,0.5,0,0
U202200499,Ariana Diaz Quispe,2022,7,Ingeniería Civil,0.42,0,0
U202400500,Valentino Carranza Palomino,2024,2,Contabilidad y Administración,0.73,0,0
U202500501,Natalia Torres Romero,2025,1,Ingeniería de Gestión Empresarial,0.52,1,0
U202300502,Fabrizio Chavez Zapata,2023,4,Contabilidad y Finanzas,0.56,1,0
U202400503,Ariana Chavez Aguilar,2024,2,Administración y Negocios Internacionales,0.87,0,0
U201700504,Javier Diaz Cruz,2017,10,Administración y Finanzas,0.43,0,0
U202500505,Aldo Alvarez Valdez,2025,1,Psicología Educacional,0.73,0,0
U202200506,Laura Soto Palomino,2022,6,Derecho,0.82,0,0
U202300507,Rafael Herrera Vera,2023,5,Administración y Finanzas,0.45,0,0
U202200508,Daniel Morales Escobar,2022,7,Ingeniería de Gestión Empresarial,0.71,0,0
U202400509,Mauro Torres Cruz,2024,3,Administración,0.82,0,0
U202500510,Alonso Mendoza Cruz,2025,1,Administración y Marketing,0.5,0,0
U201800511,Laura Alvarez Campos,2018,10,Ingeniería Industrial,0.42,0,0
U202400512,Roxana Chavez Castañeda,2024,3,Comunicación y Periodismo,0.35,0,0
U202300513,Alejandro Herrera Delgado,2023,5,Derecho,0.07,0,0
U202400514,Jonatan Huamani Hernandez,2024,2,Comunicación y Periodismo,0.79,0,0
U201700515,Fabrizio Gomez Campos,2017,10,Comunicación y Marketing,0.66,0,0
U201700516,Claudia Guerrero Romero,2017,10,Administración,0.67,0,0
U202300517,Bruno Ramirez Delgado,2023,4,Comunicación e Imagen Empresarial,0.64,0,0
U201800518,Laura Paredes Romero,2018,10,Ingeniería de Ciberseguridad,0.77,0,0
U202400519,Mariana Flores Cruz,2024,3,Comunicación e Imagen Empresarial,0.67,0,0
U202500520,Sebastian Reyes Quispe,2025,1,Comunicación y Marketing,1,0,0
U202100521,Roxana Vargas Ibarra,2021,8,Administración y Finanzas,0.98,0,0
U202100522,Sofia Valverde Hernandez,2021,8,Administración y Marketing,0.91,1,0
U202000523,Fabrizio Cabrera Castañeda,2020,10,Administración y Negocios Internacionales,0.67,0,0
U202400524,Cesar Rojas Castañeda,2024,3,Ingeniería de Gestión Empresarial,0.68,1,0
U201800525,Natalia Castro Ortega,2018,10,Administración y Finanzas,0.69,0,0
U201900526,Noelia Medina Delgado,2019,10,Ingeniería Civil,0.71,0,0
U201700527,Gonzalo Carranza Rivera,2017,10,Ingeniería de Software,1,0,0
U202100528,Pablo Alvarez Zapata,2021,9,Contabilidad y Administración,1,0,0
U202200529,Fabrizio Torres Hernandez,2022,6,Administración,0.46,0,0
U202000530,Aldo Soto Vega,2020,10,Contabilidad y Finanzas,0.49,0,0
U202200531,Claudia Mendoza Aguilar,2022,7,Ingeniería de Software,0.21,1,0
U202100532,Martin Huamani Romero,2021,8,Ingeniería de Software,0.7,0,0
U202100533,Ariana Carranza Romero,2021,9,Administración y Negocios Internacionales,0.62,0,0
U201800534,Andrea Cabrera Hernandez,2018,10,Ingeniería de Ciberseguridad,0.83,0,0
U201700535,Noelia Paredes Romero,2017,10,Comunicación y Periodismo,0.47,0,0
U202500536,Natalia Ramirez Palomino,2025,1,Relaciones Internacionales,0.56,0,0
U202000537,Emilia Castro Salas,2020,10,Administración y Negocios Internacionales,0.68,0,0
U201700538,Natalia Cabrera Delgado,2017,10,Comunicación Audiovisual y Medios Interactivos,0.55,0,0
U202300539,Gonzalo Vargas Hernandez,2023,4,Ingeniería de Ciberseguridad,0.38,0,0
U201800540,Isabella Alvarez Castañeda,2018,10,Contabilidad y Finanzas,0.29,0,0
U202500541,Belen Paredes Silva,2025,1,Ingeniería de Software,0.88,0,0
U202500542,Sebastian Torres Romero,2025,1,Psicología Educacional,0.34,0,0
U201900543,Marcos Gomez Palomino,2019,10,Administración y Negocios Internacionales,0.8,0,0
U202100544,Noelia Diaz Vera,2021,8,Ingeniería de Sistemas de Información,0.68,1,0
U202300545,Matias Ramirez Valdez,2023,4,Ingeniería de Sistemas de Información,0.61,0,0
U202500546,Angel Gomez Vera,2025,1,Psicología Educacional,0.93,0,0
U202400547,Isabella Alvarez Palomino,2024,2,Administración,0.93,0,0
U202300548,Roxana Medina Silva,2023,4,Ingeniería de Sistemas de Información,0.91,0,0
U201800549,Paula Diaz Palomino,2018,10,Comunicación y Periodismo,0.23,1,0
U202300550,Thiago Rojas Rivera,2023,4,Comunicación y Marketing,0.43,1,0
U201800551,Paula Dominguez Hernandez,2018,10,Derecho,0.35,0,0
U202200552,Martin Flores Arreola,2022,6,Administración,0.46,1,0
U202500553,Elisa Castro Quispe,2025,1,Administración y Finanzas,0.49,0,0
U201700554,Noelia Gomez Vera,2017,10,Economía y Ciencia de Datos,0.45,0,0
U202200555,Andrea Lopez Silva,2022,7,Administración y Negocios Internacionales,0.83,1,0
U202000556,Gonzalo Flores Escobar,2020,10,Ingeniería de Ciberseguridad,0.91,1,0
U202400557,Pablo Paredes Vera,2024,3,Contabilidad y Administración,0.77,0,0
U202500558,Liliana Rojas Zapata,2025,1,Administración y Marketing,0.78,0,0
U202000559,Isabella Ramirez Delgado,2020,10,Administración y Marketing,0.63,0,0
U202000560,Rafael Herrera Cruz,2020,10,Derecho,1,0,1
U202300561,Gonzalo Garcia Silva,2023,4,Administración y Finanzas,0.39,0,1
U201800562,Daniel Castro Ortega,2018,10,Economía y Ciencia de Datos,0.72,0,1
U202300563,Alejandro Herrera Romero,2023,4,Economía y Ciencia de Datos,0.27,1,0
U202300564,Belen Mendoza Ibarra,2023,4,Administración y Negocios Internacionales,0.49,0,0
U202200565,Bruno Gomez Ibarra,2022,7,Comunicación Audiovisual y Medios Interactivos,0.53,0,0
U202300566,Fabrizio Soto Palomino,2023,4,Administración y Negocios Internacionales,0.69,0,0
U202500567,Claudia Carranza Palomino,2025,1,Administración y Negocios Internacionales,0.67,0,0
U202500568,Emilia Torres Delgado,2025,1,Comunicación y Periodismo,0.78,0,0
U202400569,Gonzalo Morales Paredes,2024,3,Ingeniería Industrial,0.54,0,0
U201700570,Ariana Cabrera Campos,2017,10,Comunicación y Marketing,0.63,0,0
U201700571,Laura Salinas Romero,2017,10,Ingeniería de Ciberseguridad,0.58,1,0
U201700572,Rafael Mendoza Aguilar,2017,10,Relaciones Internacionales,0.91,0,0
U202000573,Noelia Gomez Paredes,2020,10,Relaciones Internacionales,0.81,1,0
U202500574,Rafael Garcia Rivera,2025,1,Contabilidad y Administración,0.67,0,0
U201900575,Pablo Valverde Escobar,2019,10,Administración,0.78,1,0
U202000576,Fabrizio Perez Salas,2020,10,Ingeniería de Software,0.53,0,0
U202000577,Fabrizio Alvarez Romero,2020,10,Derecho,0.55,0,0
U201700578,Martin Ramirez Escobar,2017,10,Relaciones Internacionales,0.95,0,0
U202200579,Andrea Alvarez Ibarra,2022,7,Administración y Negocios Internacionales,0.74,0,0
U201700580,Ignacio Flores Escobar,2017,10,Comunicación e Imagen Empresarial,0.63,0,0
